,F0,F1,F2,F3,F4,F5
0,-0.4944914812504007,-0.37555016271679703,-0.869650568554463,-0.9124096520473198,2.4375494747619784,0.36650954361631966
1,-0.4944914812504007,-0.37555016271679703,-0.869650568554463,-0.9124096520473198,2.4375494747619784,0.36650954361631966
2,-0.3715212754525813,-0.35653363552626705,-0.75275738299449,-0.9172300892926681,2.5055236596883854,0.36429357698077164
3,-0.5067897361757695,-0.6040038740344618,-0.7929849219455002,-0.8487365595835031,2.6155201878430674,0.2698964607159977
4,-0.457004382145178,-0.6626820869223832,-1.1826230615047648,-0.9051829993220699,2.7562401330914716,0.3000050422690888
5,-0.42412408390118694,-0.5369294935604157,-1.2704347875810365,-0.9147872415890828,2.946850469173683,0.5589793309178505
6,-0.5169409672044174,-0.3319382392850702,-1.310289309061259,-0.9860597621373386,3.145209259157552,0.4460923858185052
7,-0.5291474905343551,-0.6584529018549368,-1.2043251915912285,-0.8686119369817756,3.2311268923999896,0.4690720662016452
8,-0.5494461672665488,-0.5890082290210268,-1.2052682614236465,-0.8755155463481762,3.381981496420627,0.3056815029718298
9,-0.3645724055710172,-0.5399593059414599,-1.199211934482844,-0.8362686057643326,3.4355427286229223,0.26228990849796446
10,-0.2786661534161266,-0.5481335623367332,-1.1562224119272357,-0.866872855903206,3.5096607096483816,0.18130055376470544
11,-0.39174531690320724,-0.2689106172461195,-1.1782040151828859,-0.9527445592055473,3.7527459145803737,0.22132115672933755
12,-0.405214078754131,-0.4990356450871047,-1.1576498535356323,-0.8144371195520748,3.6802363791120616,0.15687591544135235
13,-0.24817078509902885,-0.47711321010609037,-1.1371156610553794,-0.7676970072993188,3.5598947712947613,0.1937152977192203
14,0.09864702755772242,-0.42402361609098677,-0.8019676804337379,-0.8154822977637425,3.437152335709123,0.23762449680892755
15,0.06981306816230021,-0.49549390757613315,-0.5914489124921892,-0.7474492468023811,3.33522719725378,0.1640783566140022
16,0.21871904532626446,-0.40821990898039606,-0.7520629057559913,-0.7478010565339381,3.2719411724348153,0.19087306866698683
17,0.28841179035726544,-0.45290668917653903,-0.8511003160299532,-0.7338778372025647,3.218312718205909,0.18356040352976688
18,0.3634631946136217,-0.5500055879867558,-0.9112919911134724,-0.7896393405222722,3.2127481885414744,0.19692528823694466
19,0.2410593316373775,-0.7018052588240331,-0.9551407880553363,-0.8266329387219297,3.2736172249725413,0.22948365543762017
20,0.1297111197406728,-0.7432065808052898,-0.97587355630615,-0.8250770382798206,3.3365328795371894,0.24500155555753944
21,0.25050259615832976,-0.7088355169583062,-1.1329923631589291,-0.9663610099193005,3.3504938703299896,0.2535689616886269
22,0.24724567546866122,-1.0060211887576673,-1.1941505097462408,-0.8140672949739028,3.257716894862306,0.11847093607933937
23,0.07232883759871295,-1.1233660070782963,-1.086296355973414,-0.5638036969838288,3.2287878989039194,0.2743023010603859
24,-0.08116268179639852,-1.308103078127539,-0.9750773318727941,-0.38626197528659495,3.170487857385115,-0.014735700291586003
25,-0.17573364525822463,-1.3238620184664391,-0.943408720301096,-0.2064412927905747,3.1256588937884757,0.36554027036963316
26,-0.19691355834377958,-1.2707363470872528,-1.0282253414190867,-0.358200139056481,3.141903488393283,0.0021002361248506625
27,-0.23165325290291008,-1.256236202577088,-1.0123675608154896,-0.39165024594967196,3.0884735346126626,0.010485988990832307
28,-0.31182345225817626,-1.252537928724268,-0.9462025279088955,-0.04488346378109603,2.9857596029964273,0.061787599208295574
29,-0.11408077724870849,-1.322268714868113,-0.9726628919463873,-0.2648358109328476,2.9549058094265375,-0.004195150252947749
30,0.08208531804161642,-1.382075200439225,-1.009060945669909,-0.4238271433796682,2.886285599429982,-0.0071071083254282555
31,0.25092331765772974,-1.3135814472586194,-1.0818210320441128,-0.49572838284983994,2.895491308769807,0.038310211308184114
32,0.25483619872081686,-1.3403348067027039,-0.8578707081031489,-0.4831334158739381,2.910374961034674,0.011730236049526999
33,0.9326135947198064,-1.344341320127059,-0.8640477295384097,-0.669793927404923,2.7624620728769207,-0.00409121524641222
34,0.6729575145153999,-1.2329758979062597,-0.637521062981711,-0.5353385967235882,2.8864638891061487,0.21489307172433636
35,1.1375390981669942,-1.1160744466901527,-0.8130118368002027,-0.6725826274945977,2.8355414752036205,0.043670624999172514
36,0.9124843715685392,-1.1242616651947233,-0.03818795446668282,-0.5063090820480787,2.6890085474706162,-0.023517768999930168
